,timestamp,h,prediction,actual
406,2019-12-26 15:09:48,t+2,14.741980273368863,14.160000000000002
407,2019-12-26 15:39:52,t+2,14.187018040638835,13.13
408,2019-12-26 16:09:56,t+2,13.581590441520877,12.31
409,2019-12-26 16:40:01,t+2,12.804784119297333,11.65
410,2019-12-26 17:10:05,t+2,10.85967163754012,10.78
411,2019-12-26 17:40:09,t+2,10.221900321205798,9.820000000000002
412,2019-12-26 18:10:13,t+2,10.280937938045295,9.44
413,2019-12-26 18:40:17,t+2,9.944378447156588,8.410000000000002
414,2019-12-26 19:10:21,t+2,8.689547117307157,7.049999999999999
415,2019-12-26 19:40:25,t+2,8.50971720190507,6.55
416,2019-12-26 20:10:29,t+2,7.939104858716593,6.61
417,2019-12-26 20:40:33,t+2,6.282175399887786,6.420000000000001
418,2019-12-26 21:10:38,t+2,6.047585460744982,6.169999999999999
419,2019-12-26 21:40:42,t+2,6.345967509769762,5.55
420,2019-12-26 22:10:46,t+2,5.885829175433714,5.430000000000001
421,2019-12-26 22:40:51,t+2,5.110648320006651,5.27
422,2019-12-26 23:10:55,t+2,4.056000528231764,5.260000000000001
423,2019-12-26 23:40:59,t+2,6.230489004097598,4.74
424,2019-12-27 00:11:04,t+2,5.490518866020578,4.67
425,2019-12-27 00:41:08,t+2,4.659917714536152,4.2
426,2019-12-27 01:11:12,t+2,4.3413435905803475,3.8000000000000007
427,2019-12-27 01:41:16,t+2,4.332153329086395,3.97
428,2019-12-27 02:11:20,t+2,3.7404874370144636,4.18
429,2019-12-27 02:41:25,t+2,4.1949623629552155,3.61
430,2019-12-27 03:11:29,t+2,5.648476640611825,3.7000000000000006
